region,func,w,lambda_eur,n_open,sum_y_lp,travelcost_multistart,travelcost_lp_relaxation,facilitycost_eur,totalcost_eur,mean_traveltime_min,frac_open,baseline_facilities,baseline_travelcost,on_pareto_frontier
PL5,LOGISTIC,0.1,10000.00,99,99.430,833261,803357,990000,1823261,19.5494,197,688,411217,True
PL5,LOGISTIC,0.2,20000.00,62,62.070,1356590,1349418,1240000,2596590,41.195,34,688,411217,True
PL5,LOGISTIC,0.5,50000.00,7,7.000,3158830,3158830,350000,3508830,104.8975,0,688,411217,True
PL6,LINEAR,0.0001,10.00,12927,12927.000,1792480,1792480,129270,1921750,1.803,0,1023,21062505,True
PL6,LINEAR,0.0002,20.00,12924,12924.000,1792520,1792520,258480,2051000,1.8031,0,1023,21062505,True
PL6,LINEAR,0.0005,50.00,12920,12920.000,1792655,1792655,646000,2438655,1.8032,0,1023,21062505,True
PL6,LINEAR,0.001,100.00,12843,12843.000,1799530,1799530,1284300,3083830,1.8068,0,1023,21062505,True
PL6,LINEAR,0.002,200.00,11317,11317.000,2042317,2042299,2263400,4305717,1.9371,4,1023,21062505,True
PL6,LINEAR,0.005,500.00,7284,7283.500,3360165,3360381,3642000,7002165,2.5115,3,1023,21062505,True
PL6,LINEAR,0.01,1000.00,4825,4825.000,5094981,5094842,4825000,9919981,3.1531,36,1023,21062505,True
PL6,LINEAR,0.02,2000.00,3142,3142.330,7466883,7465523,6284000,13750883,3.9414,83,1023,21062505,True
PL6,LINEAR,0.05,5000.00,1749,1749.330,11812304,11810271,8745000,20557304,5.2255,31,1023,21062505,True
PL6,LINEAR,0.1,10000.00,1111,1111.330,16317870,16309929,11110000,27427870,6.3775,87,1023,21062505,True
PL6,LINEAR,0.10905,10905.00,1047,1047.000,16984412,16980209,11417535,28401947,3.0442,82,1023,21062505,True
PL6,LINEAR,0.11144,11144.00,1030,1029.500,17171794,17173090,11478320,28650114,3.0778,83,1023,21062505,True
PL6,LINEAR,0.11265,11265.00,1025,1025.000,17227402,17223424,11546625,28774027,3.0878,76,1023,21062505,True
PL6,LINEAR,0.11388,11388.00,1013,1013.000,17362685,17359283,11536044,28898729,3.112,74,1023,21062505,True
PL6,LINEAR,0.11892,11892.00,987,987.250,17664669,17657578,11737404,29402073,3.1662,77,1023,21062505,True
PL6,LINEAR,0.14142,14142.00,878,878.500,19078435,19069609,12416676,31495111,3.4196,27,1023,21062505,True
PL6,LINEAR,0.14645,14645.00,861,861.000,19323461,19320928,12609345,31932806,3.4635,44,1023,21062505,True
PL6,LINEAR,0.16698,16698.00,797,796.750,20324081,20324151,13308306,33632387,3.6428,52,1023,21062505,True
PL6,LINEAR,0.1783,17830.00,758,757.500,21005051,21004416,13515140,34520191,3.7649,78,1023,21062505,True
PL6,LINEAR,0.17976,17976.00,752,752.000,21110369,21102892,13517952,34628321,3.7838,71,1023,21062505,True
PL6,LINEAR,0.18124,18124.00,744,744.500,21255409,21238291,13484256,34739665,3.8098,74,1023,21062505,True
PL6,LINEAR,0.18424,18424.00,734,734.500,21436459,21420755,13523216,34959675,3.8422,66,1023,21062505,True
PL6,LINEAR,0.19038,19038.00,716,716.500,21773034,21758497,13631208,35404242,3.9025,64,1023,21062505,True
PL6,LINEAR,0.2,20000.00,691,691.080,22265475,22258562,13820000,36085475,3.99,62,1023,21062505,True
PL6,LINEAR,0.5,50000.00,342,341.620,33170579,33116872,17100000,50270579,9.6463,105,1023,21062505,True
PL6,LINEAR,1,100000.00,239,239.220,41199154,40135928,23900000,65099154,12.5354,210,1023,21062505,True
PL6,LOGISTIC,0.0001,10.00,4569,4568.830,469158,469157,45690,514848,3.2267,63,1023,642344,True
PL6,LOGISTIC,0.0002,20.00,3047,3046.670,490671,490660,60940,551611,3.9468,126,1023,642344,True
PL6,LOGISTIC,0.0005,50.00,1780,1780.170,530107,530043,89000,619107,5.0396,136,1023,642344,True
PL6,LOGISTIC,0.001,100.00,1150,1149.670,574556,574503,115000,689556,6.1554,104,1023,642344,True
PL6,LOGISTIC,0.0011892,118.92,1034,1033.500,587156,587114,122963,710119,3.0987,110,1023,642344,True
PL6,LOGISTIC,0.0012152,121.52,1022,1022.500,588613,588436,124193,712806,3.1216,131,1023,642344,True
PL6,LOGISTIC,0.0012419,124.19,1010,1010.330,590082,589931,125432,715514,3.1457,110,1023,642344,True
PL6,LOGISTIC,0.0012968,129.68,986,985.500,593115,593082,127864,720979,3.1936,126,1023,642344,True
PL6,LOGISTIC,0.0014142,141.42,939,938.580,599394,599364,132793,732187,3.2983,111,1023,642344,True
PL6,LOGISTIC,0.0015798,157.98,881,880.500,608082,608070,139180,747262,3.4414,119,1023,642344,True
PL6,LOGISTIC,0.002,200.00,751,751.330,631431,631188,150200,781631,3.8404,123,1023,642344,True
PL6,LOGISTIC,0.002,200.00,751,751.330,631431,631188,150200,781631,3.8404,123,1023,642344,True
PL6,LOGISTIC,0.0020538,205.38,735,735.000,634564,634403,150954,785518,3.8895,134,1023,642344,True
PL6,LOGISTIC,0.002193,219.30,700,700.330,642058,641729,153510,795568,4.0116,130,1023,642344,True
PL6,LOGISTIC,0.0022427,224.27,689,688.830,644643,644381,154522,799165,7.4005,139,1023,642344,True
PL6,LOGISTIC,0.0023417,234.17,668,667.620,649302,649145,156426,805728,4.1354,125,1023,642344,True
PL6,LOGISTIC,0.0025149,251.49,631,630.880,658626,658175,158690,817316,7.5749,186,1023,642344,True
PL6,LOGISTIC,0.0026699,266.99,600,599.750,666416,666144,160194,826610,4.4088,193,1023,642344,True
PL6,LOGISTIC,0.0031623,316.23,534,534.130,685471,685257,168867,854338,7.9248,95,1023,642344,True
PL6,LOGISTIC,0.005,500.00,400,400.470,739732,738178,200000,939732,8.9052,142,1023,642344,True
PL6,LOGISTIC,0.01,1000.00,281,281.470,831278,819002,281000,1112278,10.7555,254,1023,642344,True
PL6,LOGISTIC,0.1,10000.00,139,139.010,1334504,1311180,1390000,2724504,22.8141,120,1023,642344,True
PL6,LOGISTIC,0.2,20000.00,93,92.920,2003343,1991559,1860000,3863343,48.2066,44,1023,642344,True
PL6,LOGISTIC,0.5,50000.00,19,19.000,4346225,4346225,950000,5296225,103.5492,0,1023,642344,True
PL7,LINEAR,0.0001,10.00,11224,11224.000,924824,924824,112240,1037064,0.2616,0,675,13580945,True
PL7,LINEAR,0.0002,20.00,11221,11221.000,924870,924870,224420,1149290,0.2616,0,675,13580945,True
PL7,LINEAR,0.0005,50.00,11220,11220.000,924900,924900,561000,1485900,0.2616,0,675,13580945,True
PL7,LINEAR,0.001,100.00,11139,11139.000,931949,931949,1113900,2045849,0.2636,0,675,13580945,True
PL7,LINEAR,0.002,200.00,9543,9543.000,1186872,1186872,1908600,3095472,0.3357,0,675,13580945,True
PL7,LINEAR,0.005,500.00,5414,5414.000,2517879,2517793,2707000,5224879,0.7121,48,675,13580945,True
PL7,LINEAR,0.01,1000.00,3258,3258.500,4036117,4035357,3258000,7294117,1.1415,69,675,13580945,True
PL7,LINEAR,0.02,2000.00,1987,1987.000,5816772,5814770,3974000,9790772,1.6451,149,675,13580945,True
PL7,LINEAR,0.05,5000.00,1080,1080.080,8643504,8638243,5400000,14043504,2.4445,165,675,13580945,True
PL7,LINEAR,0.1,10000.00,675,675.500,11479969,11468488,6750000,18229969,3.2467,113,675,13580945,True
PL7,LINEAR,0.10054,10054.00,672,672.000,11510541,11503596,6756288,18266829,3.2554,110,675,13580945,True
PL7,LINEAR,0.10109,10109.00,670,670.080,11531125,11522918,6773030,18304155,3.2612,103,675,13580945,True
PL7,LINEAR,0.10219,10219.00,665,664.830,11581287,11576306,6795635,18376922,3.2754,97,675,13580945,True
PL7,LINEAR,0.10443,10443.00,656,655.580,11672234,11671998,6850608,18522842,3.3011,80,675,13580945,True
PL7,LINEAR,0.10905,10905.00,640,640.500,11841671,11832685,6979200,18820871,3.349,57,675,13580945,True
PL7,LINEAR,0.11892,11892.00,608,608.500,12206999,12198166,7230336,19437335,3.4523,69,675,13580945,True
PL7,LINEAR,0.13,13000.00,566,566.500,12728167,12720353,7358000,20086167,3.5997,41,675,13580945,True
PL7,LINEAR,0.14142,14142.00,535,534.670,13152319,13152988,7565970,20718289,3.7197,77,675,13580945,True
PL7,LINEAR,0.14822,14822.00,515,515.000,13446703,13438069,7633330,21080033,3.8029,70,675,13580945,True
PL7,LINEAR,0.15067,15067.00,507,507.000,13566443,13557843,7638969,21205412,3.8368,64,675,13580945,True
PL7,LINEAR,0.15316,15316.00,502,501.500,13643397,13641532,7688632,21332029,3.8586,71,675,13580945,True
PL7,LINEAR,0.15827,15827.00,492,492.500,13800762,13781301,7786884,21587646,3.9031,81,675,13580945,True
PL7,LINEAR,0.169,16900.00,476,476.500,14059339,14041256,8044400,22103739,3.9762,75,675,13580945,True
PL7,LINEAR,0.2,20000.00,417,417.330,15140830,15124342,8340000,23480830,4.2756,89,675,13580945,True
PL7,LINEAR,0.5,50000.00,216,215.800,21754201,21445398,10800000,32554201,6.3157,192,675,13580945,True
PL7,LINEAR,5,500000.00,91,90.540,41585008,40944965,45500000,87085008,18.1843,109,675,13580945,True
PL7,LOGISTIC,0.0001,10.00,3011,3011.170,304387,304379,30110,334497,1.218,91,675,404577,True
PL7,LOGISTIC,0.0002,20.00,1910,1909.670,319807,319794,38200,358007,1.6942,161,675,404577,True
PL7,LOGISTIC,0.0005,50.00,1091,1091.000,345424,345383,54550,399974,2.4376,157,675,404577,True
PL7,LOGISTIC,0.001,100.00,701,700.750,372851,372779,70100,442951,3.1958,122,675,404577,True
PL7,LOGISTIC,0.0010443,104.43,682,681.880,374822,374709,71221,446043,3.2466,161,675,404577,True
PL7,LOGISTIC,0.0010556,105.56,676,676.120,375420,375314,71359,446779,3.2629,143,675,404577,True
PL7,LOGISTIC,0.0010671,106.71,672,672.220,375856,375728,71709,447565,3.2752,166,675,404577,True
PL7,LOGISTIC,0.0010905,109.05,666,666.120,376482,376387,72627,449109,3.2924,174,675,404577,True
PL7,LOGISTIC,0.0011892,118.92,635,634.830,380023,379954,75514,455537,3.3844,108,675,404577,True
PL7,LOGISTIC,0.0013723,137.23,576,576.000,387509,387485,79044,466553,3.5907,55,675,404577,True
PL7,LOGISTIC,0.0014142,141.42,564,564.000,389205,389155,79761,468966,3.6347,87,675,404577,True
PL7,LOGISTIC,0.0016818,168.18,498,498.420,399499,399253,83754,483253,3.9117,162,675,404577,True
PL7,LOGISTIC,0.001784,178.40,480,480.000,402737,402460,85632,488369,3.9961,182,675,404577,True
PL7,LOGISTIC,0.001834,183.40,476,475.500,403444,403272,87298,490742,4.0115,179,675,404577,True
PL7,LOGISTIC,0.001905,190.50,468,468.000,404859,404673,89154,494013,4.0492,171,675,404577,True
PL7,LOGISTIC,0.002,200.00,454,454.500,407594,407319,90800,498394,4.1185,171,675,404577,True
PL7,LOGISTIC,0.0020341,203.41,449,448.830,408597,408463,91331,499928,4.1432,120,675,404577,True
PL7,LOGISTIC,0.0023193,231.93,420,419.830,415106,414818,97411,512517,4.3006,149,675,404577,True
PL7,LOGISTIC,0.005,500.00,251,251.370,473266,470449,125500,598766,5.7328,183,675,404577,True
PL7,LOGISTIC,0.1,10000.00,89,89.230,854195,836626,890000,1744195,18.9001,104,675,404577,True
PL7,LOGISTIC,0.2,20000.00,55,55.400,1348488,1335024,1100000,2448488,40.3082,44,675,404577,True
PL7,LOGISTIC,0.5,50000.00,3,3.000,3037841,3037841,150000,3187841,112.0391,0,675,404577,True
PL8,LINEAR,0.0001,10.00,16482,16482.000,1681082,1681082,164820,1845902,0.3324,0,1065,22928948,True
PL8,LINEAR,0.0002,20.00,16479,16479.000,1681129,1681129,329580,2010709,0.3324,0,1065,22928948,True
PL8,LINEAR,0.0005,50.00,16471,16471.000,1681402,1681402,823550,2504952,0.3325,0,1065,22928948,True
PL8,LINEAR,0.001,100.00,16372,16372.000,1690171,1690171,1637200,3327371,0.3342,0,1065,22928948,True
PL8,LINEAR,0.002,200.00,14328,14328.000,2014850,2014850,2865600,4880450,0.3984,0,1065,22928948,True
PL8,LINEAR,0.005,500.00,8848,8848.500,3816096,3815777,4424000,8240096,0.7546,21,1065,22928948,True
PL8,LINEAR,0.01,1000.00,5478,5478.500,6200874,6199885,5478000,11678874,5.5239,101,1065,22928948,True
PL8,LINEAR,0.02,2000.00,3327,3327.250,9240952,9239498,6654000,15894952,1.8273,109,1065,22928948,True
PL8,LINEAR,0.05,5000.00,1737,1737.000,14126617,14122011,8685000,22811617,2.7935,138,1065,22928948,True
PL8,LINEAR,0.1,10000.00,1081,1081.380,18737288,18727725,10810000,29547288,3.7052,96,1065,22928948,True
PL8,LINEAR,0.10219,10219.00,1067,1066.620,18878152,18876893,10903673,29781825,3.7331,88,1065,22928948,True
PL8,LINEAR,0.10443,10443.00,1049,1048.670,19061997,19062147,10954707,30016704,3.7694,95,1065,22928948,True
PL8,LINEAR,0.10905,10905.00,1022,1021.580,19353020,19352172,11144910,30497930,3.827,132,1065,22928948,True
PL8,LINEAR,0.11892,11892.00,963,963.000,20029715,20018681,11451996,31481711,3.9608,135,1065,22928948,True
PL8,LINEAR,0.13285,13285.00,889,889.080,20954029,20947358,11810365,32764394,4.1435,121,1065,22928948,True
PL8,LINEAR,0.14142,14142.00,850,850.500,21489410,21473931,12020700,33510110,4.2494,118,1065,22928948,True
PL8,LINEAR,0.15147,15147.00,809,808.670,22088880,22085086,12253923,34342803,4.368,145,1065,22928948,True
PL8,LINEAR,0.16174,16174.00,758,758.170,22882497,22876041,12259892,35142389,4.5249,85,1065,22928948,True
PL8,LINEAR,0.16441,16441.00,755,755.250,22930495,22923617,12412955,35343450,4.5344,72,1065,22928948,True
PL8,LINEAR,0.16713,16713.00,748,747.500,23046202,23052151,12501324,35547526,4.5573,49,1065,22928948,True
PL8,LINEAR,0.1727,17270.00,732,731.500,23318789,23324634,12641640,35960429,4.6112,59,1065,22928948,True
PL8,LINEAR,0.2,20000.00,660,660.000,24649385,24648030,13200000,37849385,4.8743,52,1065,22928948,True
PL8,LINEAR,0.5,50000.00,347,346.570,35321246,34396497,17350000,52671246,6.9846,329,1065,22928948,True
PL8,LOGISTIC,0.0001,10.00,5073,5073.330,439812,439805,50730,490542,1.3141,77,1065,618647,True
PL8,LOGISTIC,0.0002,20.00,3170,3170.500,466745,466722,63400,530145,1.8981,135,1065,618647,True
PL8,LOGISTIC,0.0005,50.00,1766,1766.500,510315,510240,88300,598615,2.7791,154,1065,618647,True
PL8,LOGISTIC,0.001,100.00,1147,1147.130,553831,553684,114700,668531,3.6029,149,1065,618647,True
PL8,LOGISTIC,0.0010905,109.05,1094,1093.830,559406,559269,119301,678707,3.703,223,1065,618647,True
PL8,LOGISTIC,0.0011388,113.88,1063,1063.000,562842,562706,121054,683896,3.7669,170,1065,618647,True
PL8,LOGISTIC,0.0011892,118.92,1036,1035.500,565947,565904,123201,689148,3.8275,143,1065,618647,True
PL8,LOGISTIC,0.0014142,141.42,924,923.500,580367,580320,130672,711039,4.0834,145,1065,618647,True
PL8,LOGISTIC,0.0014804,148.04,889,889.080,585544,585294,131608,717152,4.179,191,1065,618647,True
PL8,LOGISTIC,0.0019246,192.46,745,745.170,609997,609620,143383,753380,4.6135,236,1065,618647,True
PL8,LOGISTIC,0.002,200.00,728,728.390,613380,612904,145600,758980,4.6713,240,1065,618647,True
PL8,LOGISTIC,0.002,200.00,728,728.390,613380,612904,145600,758980,4.6713,240,1065,618647,True
PL8,LOGISTIC,0.002055,205.50,716,715.540,615639,615505,147138,762777,4.7109,182,1065,618647,True
PL8,LOGISTIC,0.0021179,211.79,699,699.250,619144,618911,148041,767185,4.7697,140,1065,618647,True
PL8,LOGISTIC,0.0021235,212.35,697,696.920,619572,619406,148008,767580,4.7789,139,1065,618647,True
PL8,LOGISTIC,0.0021943,219.43,684,684.080,622282,622170,150090,772372,4.822,110,1065,618647,True
PL8,LOGISTIC,0.0022427,224.27,674,674.330,624448,624326,151158,775606,4.8621,83,1065,618647,True
PL8,LOGISTIC,0.0025019,250.19,642,641.740,632180,632094,160622,792802,4.9989,119,1065,618647,True
PL8,LOGISTIC,0.0025149,251.49,638,638.170,633172,632990,160451,793623,5.0143,115,1065,618647,True
PL8,LOGISTIC,0.0031623,316.23,555,554.830,657324,656342,175508,832832,5.4081,194,1065,618647,True
PL8,LOGISTIC,0.005,500.00,416,416.280,727722,710675,208000,935722,6.5243,356,1065,618647,True
PL8,LOGISTIC,0.1,10000.00,149,149.470,1356222,1291368,1490000,2846222,20.4282,211,1065,618647,True
PL8,LOGISTIC,0.2,20000.00,87,87.100,2214917,2207625,1740000,3954917,43.9544,23,1065,618647,True
PL8,LOGISTIC,0.5,50000.00,12,12.000,4384864,4384864,600000,4984864,102.3302,0,1065,618647,True
PL9,LINEAR,0.0001,10.00,12129,12129.000,1216822,1216822,121290,1338112,0.222,0,933,17516050,True
PL9,LINEAR,0.0002,20.00,12126,12126.000,1216857,1216857,242520,1459377,0.222,0,933,17516050,True
PL9,LINEAR,0.0005,50.00,12123,12123.000,1216996,1216996,606150,1823146,0.222,0,933,17516050,True
PL9,LINEAR,0.001,100.00,12046,12046.000,1223887,1223887,1204600,2428487,0.2233,0,933,17516050,True
PL9,LINEAR,0.002,200.00,10324,10324.000,1496907,1496907,2064800,3561707,0.2731,0,933,17516050,True
PL9,LINEAR,0.005,500.00,6278,6278.000,2812740,2812669,3139000,5951740,0.5131,42,933,17516050,True
PL9,LINEAR,0.01,1000.00,4067,4066.830,4381973,4381586,4067000,8448973,0.7993,80,933,17516050,True
PL9,LINEAR,0.02,2000.00,2656,2656.500,6377255,6374724,5312000,11689255,1.1633,105,933,17516050,True
PL9,LINEAR,0.05,5000.00,1511,1510.830,10000032,9997016,7555000,17555032,1.8242,145,933,17516050,True
PL9,LINEAR,0.1,10000.00,989,988.500,13685721,13685386,9890000,23575721,2.4965,96,933,17516050,True
PL9,LINEAR,0.10443,10443.00,963,963.170,13950994,13943834,10056609,24007603,2.5449,91,933,17516050,True
PL9,LINEAR,0.10671,10671.00,948,948.170,14107489,14102265,10116108,24223597,2.5734,69,933,17516050,True
PL9,LINEAR,0.10788,10788.00,936,936.000,14234432,14232630,10097568,24332000,2.5966,66,933,17516050,True
PL9,LINEAR,0.10846,10846.00,935,934.750,14245194,14246151,10141010,24386204,2.5985,67,933,17516050,True
PL9,LINEAR,0.10905,10905.00,926,926.250,14344212,14338572,10098030,24442242,2.6166,84,933,17516050,True
PL9,LINEAR,0.11892,11892.00,871,871.170,14972463,14964921,10357932,25330395,2.7312,89,933,17516050,True
PL9,LINEAR,0.141,14100.00,779,779.000,16163050,16161360,10983900,27146950,2.9484,52,933,17516050,True
PL9,LINEAR,0.14142,14142.00,779,779.000,16163050,16161360,11016618,27179668,2.9484,52,933,17516050,True
PL9,LINEAR,0.16077,16077.00,711,711.250,17192027,17182156,11430747,28622774,3.1361,80,933,17516050,True
PL9,LINEAR,0.16612,16612.00,700,699.920,17372708,17367460,11628400,29001108,3.169,62,933,17516050,True
PL9,LINEAR,0.16887,16887.00,693,693.000,17489745,17483078,11702691,29192436,3.1904,70,933,17516050,True
PL9,LINEAR,0.17166,17166.00,686,686.170,17610346,17599470,11775876,29386222,3.2124,87,933,17516050,True
PL9,LINEAR,0.1833,18330.00,659,659.230,18098124,18080144,12079470,30177594,3.3014,93,933,17516050,True
PL9,LINEAR,0.2,20000.00,615,614.670,18935542,18932489,12300000,31235542,3.4506,73,933,17516050,True
PL9,LINEAR,0.5,50000.00,317,317.040,28773447,28204563,15850000,44623447,5.3922,203,933,17516050,True
PL9,LINEAR,5,500000.00,134,134.320,55389939,53495722,67000000,122389939,15.2449,182,933,17516050,True
PL9,LOGISTIC,0.0001,10.00,3802,3802.250,455133,455123,38020,493153,0.8525,95,933,590862,True
PL9,LOGISTIC,0.0002,20.00,2566,2565.500,472521,472513,51320,523841,1.2008,118,933,590862,True
PL9,LOGISTIC,0.0005,50.00,1497,1497.080,506301,506238,74850,581151,1.8462,176,933,590862,True
PL9,LOGISTIC,0.001,100.00,994,994.170,541922,541840,99400,641322,2.5055,153,933,590862,True
PL9,LOGISTIC,0.0010905,109.05,946,946.250,546994,546877,103161,650155,2.5966,133,933,590862,True
PL9,LOGISTIC,0.0011144,111.44,935,935.420,548197,548073,104196,652393,2.6185,114,933,590862,True
PL9,LOGISTIC,0.0011204,112.04,930,930.420,548756,548632,104197,652953,2.6287,114,933,590862,True
PL9,LOGISTIC,0.0011265,112.65,928,928.330,548980,548866,104539,653519,2.6332,110,933,590862,True
PL9,LOGISTIC,0.0011388,113.88,920,919.580,549903,549857,104770,654673,2.6505,146,933,590862,True
PL9,LOGISTIC,0.0011892,118.92,899,898.750,552347,552269,106909,659256,2.6937,140,933,590862,True
PL9,LOGISTIC,0.0014142,141.42,802,802.250,565054,564805,113419,678473,2.9172,196,933,590862,True
PL9,LOGISTIC,0.0014487,144.87,795,794.960,566019,565849,115172,681191,2.9343,188,933,590862,True
PL9,LOGISTIC,0.0016818,168.18,722,722.250,577519,577229,121426,698945,3.1345,168,933,590862,True
PL9,LOGISTIC,0.001834,183.40,680,679.900,584869,584660,124712,709581,3.2634,208,933,590862,True
PL9,LOGISTIC,0.0018833,188.33,670,669.920,586741,586517,126181,712922,3.294,193,933,590862,True
PL9,LOGISTIC,0.0019152,191.52,661,660.830,588488,588246,126595,715083,3.3244,190,933,590862,True
PL9,LOGISTIC,0.002,200.00,645,644.790,591613,591390,129000,720613,3.38,179,933,590862,True
PL9,LOGISTIC,0.002011,201.10,644,643.500,591813,591649,129508,721321,3.3838,180,933,590862,True
PL9,LOGISTIC,0.0021473,214.73,609,609.250,599066,598739,130771,729837,3.5119,121,933,590862,True
PL9,LOGISTIC,0.0024483,244.83,562,562.330,609756,609550,137594,747350,3.6997,94,933,590862,True
PL9,LOGISTIC,0.005,500.00,347,346.840,693627,684833,173500,867127,5.126,230,933,590862,True
PL9,LOGISTIC,0.1,10000.00,131,130.610,1262277,1148547,1310000,2572277,18.4464,223,933,590862,True
PL9,LOGISTIC,0.2,20000.00,82,82.170,1888872,1870887,1640000,3528872,36.0217,57,933,590862,True
PL9,LOGISTIC,0.5,50000.00,19,19.000,3794014,3793507,950000,4744014,89.0061,4,933,590862,True
AGGREGATE,LINEAR,0.0001,10.00,469380,469380.000,69518288,69518288,4693800,74212088,,0,51350,964560939,True
AGGREGATE,LINEAR,0.00015,15.00,469346,469346.167,69518772,69518772,7040190,76558962,,0,51350,964560939,True
AGGREGATE,LINEAR,0.0002,20.00,469322,469322.000,69519129,69519129,9386440,78905569,,0,51350,964560939,True
AGGREGATE,LINEAR,0.0003,30.00,469266,469266.094,69520962,69520962,14077980,83598942,,0,51350,964560939,True
AGGREGATE,LINEAR,0.0005,50.00,469196,469196.000,69523421,69523421,23459800,92983221,,0,51350,964560939,True
AGGREGATE,LINEAR,0.0007,70.00,468636,468636.118,69571846,69571846,32804520,102376366,,0,51350,964560939,True
AGGREGATE,LINEAR,0.001,100.00,467796,467796.000,69646254,69646254,46779600,116425854,,0,51350,964560939,True
AGGREGATE,LINEAR,0.0015,150.00,447253,447254.657,72879334,72878958,67087950,139967284,,24,51350,964560939,True
AGGREGATE,LINEAR,0.002,200.00,429561,429563.500,75811445,75810864,85912200,161723645,,45,51350,964560939,True
AGGREGATE,LINEAR,0.003,300.00,374210,374211.076,93302662,93301853,112263000,205565662,,219,51350,964560939,True
AGGREGATE,LINEAR,0.005,500.00,303798,303798.170,117396036,117394719,151899000,269295036,,464,51350,964560939,True
AGGREGATE,LINEAR,0.007,700.00,261352,261351.848,146652108,146649294,182946400,329598508,,693,51350,964560939,True
AGGREGATE,LINEAR,0.01,1000.00,217282,217281.700,179003556,178998549,217282000,396285556,,942,51350,964560939,True
AGGREGATE,LINEAR,0.015,1500.00,177469,177465.812,234124106,234117301,266203500,500327606,,1253,51350,964560939,True
AGGREGATE,LINEAR,0.02,2000.00,149895,149893.160,274800920,274789804,299790000,574590920,,1473,51350,964560939,True
AGGREGATE,LINEAR,0.03,3000.00,121456,121453.667,360837285,360809204,364368000,725205285,,1786,51350,964560939,True
AGGREGATE,LINEAR,0.05,5000.00,86890,86891.050,474685093,474623547,434450000,909135093,,2092,51350,964560939,True
AGGREGATE,LINEAR,0.054525,5452.50,82660,82661.506,501049670,500979415,450703650,951753320,,2141,51350,964560939,True
AGGREGATE,LINEAR,0.055719,5571.90,81605,81606.650,507644005,507567766,454694900,962338904,,2164,51350,964560939,True
AGGREGATE,LINEAR,0.056326,5632.60,81069,81070.771,510986801,510911371,456629249,967616050,,2155,51350,964560939,True
AGGREGATE,LINEAR,0.056632,5663.20,80801,80803.021,512658605,512582751,457592223,970250829,,2165,51350,964560939,True
AGGREGATE,LINEAR,0.056939,5693.90,80543,80544.815,514276422,514199988,458603788,972880210,,2168,51350,964560939,True
AGGREGATE,LINEAR,0.05946,5946.00,78426,78428.267,527525342,527441623,466320996,993846338,,2196,51350,964560939,True
AGGREGATE,LINEAR,0.06457,6457.00,74443,74445.280,552694604,552601088,480678451,1033373055,,2297,51350,964560939,True
AGGREGATE,LINEAR,0.064842,6484.20,74239,74240.923,553990230,553896224,481380524,1035370754,,2298,51350,964560939,True
AGGREGATE,LINEAR,0.067713,6771.30,72118,72120.478,567481007,567379653,488332613,1055813620,,2314,51350,964560939,True
AGGREGATE,LINEAR,0.068948,6894.80,71230,71232.971,573142863,573038415,491116604,1064259467,,2326,51350,964560939,True
AGGREGATE,LINEAR,0.07,7000.00,70501,70503.806,577795971,577690246,493507000,1071302971,,2376,51350,964560939,True
AGGREGATE,LINEAR,0.070711,7071.10,70025,70028.084,581068978,580962202,495153777,1076222755,,2406,51350,964560939,True
AGGREGATE,LINEAR,0.071246,7124.60,69687,69688.858,583622971,583520275,496492000,1080114971,,2419,51350,964560939,True
AGGREGATE,LINEAR,0.071481,7148.10,69539,69540.599,584739993,584638763,497071726,1081811719,,2419,51350,964560939,True
AGGREGATE,LINEAR,0.072259,7225.90,69050,69052.537,588428014,588322380,498948395,1087376409,,2421,51350,964560939,True
AGGREGATE,LINEAR,0.072424,7242.40,68948,68950.548,589198705,589092958,499348995,1088547700,,2421,51350,964560939,True
AGGREGATE,LINEAR,0.07302,7302.00,68582,68584.363,591966219,591861230,500785764,1092751983,,2424,51350,964560939,True
AGGREGATE,LINEAR,0.073622,7362.20,68210,68211.781,594786249,594677296,502175662,1096961911,,2438,51350,964560939,True
AGGREGATE,LINEAR,0.073841,7384.10,68074,68075.034,595815321,595710838,502665223,1098480545,,2431,51350,964560939,True
AGGREGATE,LINEAR,0.074645,7464.50,67583,67584.682,599544478,599435751,504473304,1104017781,,2427,51350,964560939,True
AGGREGATE,LINEAR,0.075051,7505.10,67340,67341.595,601394516,601283586,505393434,1106787950,,2432,51350,964560939,True
AGGREGATE,LINEAR,0.075458,7545.80,67102,67104.440,603201837,603087162,506338272,1109540109,,2431,51350,964560939,True
AGGREGATE,LINEAR,0.077111,7711.10,66133,66136.284,610584075,610460503,509958176,1120542251,,2465,51350,964560939,True
AGGREGATE,LINEAR,0.080525,8052.50,64205,64207.521,625429767,625308490,517010762,1142440529,,2440,51350,964560939,True
AGGREGATE,LINEAR,0.081401,8140.10,63718,63721.399,629179065,629053925,518670892,1147849957,,2437,51350,964560939,True
AGGREGATE,LINEAR,0.082288,8228.80,63236,63238.994,632895088,632769710,520356397,1153251485,,2425,51350,964560939,True
AGGREGATE,LINEAR,0.08409,8409.00,62261,62263.257,640416161,640294254,523552749,1163968910,,2415,51350,964560939,True
AGGREGATE,LINEAR,0.085931,8593.10,61319,61321.996,648025394,647892600,526920299,1174945693,,2482,51350,964560939,True
AGGREGATE,LINEAR,0.086398,8639.80,61083,61085.312,649938310,649803948,527744903,1177683214,,2500,51350,964560939,True
